word,x_values,y_values
better,21.93331,-21.93695
machine,20.794823,8.886632
improve,26.267279,-17.268934
process,20.259066,-9.998929
reserved,24.203768,71.54876
tasks,22.13517,-6.8387065
rights,21.556847,68.04984
local,33.072693,-27.259026
well,17.740297,-4.5000496
due,20.827776,21.949812
representation,33.219906,-34.155586
three,17.717209,-21.91137
2022,3.7073677,23.056576
multiple,25.271435,-14.392234
number,15.092593,0.8426082
several,18.906507,-9.018612
large,24.186255,0.5774616
palmprint,26.411297,-14.737647
important,23.036373,16.641459
;,13.185674,2.575386
objects,26.517603,-6.3571343
tracking,18.76054,-4.26213
computer,20.465239,21.491894
recent,16.567722,9.6250515
vision,21.886515,4.7590237
2021,1.6041759,24.998768
attention,27.105879,-0.08776242
quality,21.274569,-10.893382
available,14.483448,6.6297703
technique,14.748892,-20.749704
provide,22.171942,1.5968386
2020,1.2244542,27.940619
springer,22.994755,46.07164
problems,24.087517,-1.2155838
applied,18.604063,-18.450357
matching,22.093216,-28.06236
extraction,24.98429,-19.871138
loss,24.891382,-24.703123
computational,14.0058565,11.159454
input,28.67985,-24.044226
efficient,22.437063,-9.797359
function,22.849287,-26.225298
effective,21.606121,-9.911625
space,29.980722,-19.504328
biometric,28.519468,3.5319688
structure,29.063559,-20.105822
identification,15.121736,5.5313783
technology,7.0896645,37.512123
database,7.082278,2.117839
field,16.76645,15.627156
finally,21.326006,-26.131718
noise,26.705574,-10.080563
obtained,18.6477,-21.527042
motion,25.137552,-4.7894073
target,25.81212,-13.094313
challenging,20.647823,11.965509
fusion,25.103024,-27.054222
rate,6.1650505,2.62767
trained,19.958683,-23.79123
order,21.143782,-13.990286
accurate,22.22602,-8.813719
design,20.178177,-5.856221
spatial,33.426113,-18.691689
architecture,17.47263,-21.47667
including,14.273269,9.196338
nature,15.241486,27.941036
robust,20.719488,-16.017756
's,8.343271,14.610912
medical,20.85082,18.619228
parameters,20.420053,-20.730814
effectiveness,19.2361,-18.888832
achieve,15.672764,-15.741699
facial,19.497158,0.13981812
application,15.001317,11.88394
knowledge,31.243086,-9.657343
complex,23.653303,3.7038176
estimation,21.239056,-13.590762
without,21.086826,-8.680131
real,20.020096,2.1608374
significant,12.930314,8.0685215
achieved,8.167456,-10.78361
author,8.058255,18.814493
evaluation,13.877919,-16.234535
samples,22.255817,-15.982582
semantic,30.09896,-20.778862
2019,-0.67168427,31.663671
imaging,18.00775,18.228077
prediction,18.055397,-13.127994
low,20.687853,0.21064287
improved,16.513094,-22.367779
single,24.316664,-19.72139
test,14.336833,-16.560038
optimization,23.755615,-17.893131
traditional,14.79661,-6.003707
terms,10.965742,-9.231354
color,25.036186,-16.876482
error,9.195273,-13.57946
developed,13.756231,-3.1734009
text,20.749468,-7.1600595
extract,31.511347,-16.01696
domain,26.592117,-13.556609
level,16.56991,-15.084672
camera,21.874437,8.618972
part,15.72032,9.402401
adversarial,24.38823,-18.111643
detect,18.774708,5.3019276
classifier,19.698605,-31.830643
real-time,18.731892,7.7711473
may,19.838144,13.2617
therefore,18.172981,1.2048504
addition,15.528717,-10.863978
learn,32.566277,-19.529856
regions,24.246164,-10.622428
provides,17.670658,-3.3891287
distance,14.728649,-13.752508
automatic,16.357996,2.7257254
map,21.458006,-22.369831
uses,21.56534,-20.117146
thus,17.247185,-3.9814959
scene,27.93464,-3.58413
region,20.606256,-13.815644
shape,26.765192,-13.304277
current,15.948763,5.171249
background,25.632687,-8.263724
significantly,11.271271,-10.496937
presented,18.750132,-11.396379
vector,27.274965,-22.633425
designed,20.85672,-16.04505
proposes,27.411188,-12.841771
sparse,30.530409,-31.041248
depth,25.117653,-11.413233
extracted,27.84817,-21.462402
scheme,18.739939,-28.170153
diagnosis,15.600525,26.260801
global,20.119339,-12.408923
presents,25.799122,-2.162719
result,11.137502,-13.176656
2017,1.9225088,26.281296
texture,28.316284,-19.208984
user,18.6829,12.689849
distribution,26.101358,-13.473506
science,12.060383,39.479435
point,22.463316,-12.931249
second,16.85559,-12.944493
efficiency,11.117106,-6.0753717
key,20.611742,0.1843297
evaluate,18.662374,-19.757164
computing,16.361797,13.641319
outperforms,18.17647,-19.97841
patterns,17.965847,-6.686248
best,17.412888,-24.390701
points,18.221907,-14.881618
limited,15.946056,16.949865
address,24.047726,1.1908406
extensive,21.534254,-10.351787
previous,18.462008,-10.636451
achieves,14.073251,-17.102196
i.e,10.43702,-3.8919315
development,15.187922,28.43937
robustness,16.624796,-14.62139
reduce,20.494072,-2.4902008
among,13.980652,1.6977123
studies,11.77265,10.666386
given,23.40253,-13.534348
reconstruction,19.516254,-18.111185
respectively,7.067558,-8.00141
pattern,20.412,-5.783817
moreover,16.419203,-15.850092
challenges,21.71451,19.235905
evaluated,11.688564,-15.049335
generated,19.328972,-15.869156
environment,16.072815,18.843056
support,16.063253,8.198234
average,11.108558,-11.393392
often,19.437363,8.740543
conditions,16.2746,19.63202
clustering,23.339508,-27.411238
databases,8.509796,4.1823916
make,23.24031,-4.9824133
like,11.247431,15.515575
obtain,23.805786,-21.50913
main,17.799398,3.4527705
iris,17.327894,-2.903345
still,18.234419,14.123123
transfer,19.705462,-17.893694
area,7.8893037,12.555361
small,20.151016,-6.922313
standard,8.861505,-11.410694
identify,18.161634,5.0362387
2018,0.98973715,32.475727
ability,18.399218,-11.136703
introduce,23.946083,-15.023648
layer,28.822252,-28.439322
solve,26.479738,-10.015628
original,18.373512,-22.194883
effectively,22.972897,-17.786795
similarity,22.75496,-28.744286
size,19.650656,-10.803398
context,19.49676,-1.6848817
speed,11.722018,-4.128484
natural,23.913544,4.9344225
dynamic,20.020489,-4.447518
real-world,20.835447,8.913394
types,15.753793,1.3221264
years,10.35444,23.430874
cancer,9.779547,31.249523
performed,13.183728,-14.573921
benchmark,12.002123,-7.04296
develop,21.813997,-4.5771894
potential,13.126175,10.194287
even,10.795762,5.256724
perform,16.847853,-13.474491
generate,24.871094,-18.326956
could,17.008644,-3.783482
solution,18.109938,-9.939057
graph,26.793468,-25.215763
comparison,13.898528,-17.564487
need,20.024893,8.967092
way,17.138876,-0.11319429
called,17.611439,-10.962662
filter,19.831957,-27.898901
videos,15.797682,6.686935
recently,8.123436,5.691004
sets,16.950476,-11.633455
related,17.868513,6.8905845
devices,17.692335,29.318441
common,13.36347,7.104474
pose,21.655823,-1.0373253
artificial,11.511938,22.47187
module,21.062464,-18.36652
similar,18.754814,-9.858622
fast,15.246875,-11.208768
fingerprint,21.022757,-3.2949333
shown,13.078493,-9.9442215
automatically,20.560968,-10.422703
security,14.970622,28.01059
e.g,9.409364,16.88758
matrix,24.063822,-21.536152
retrieval,19.058979,-8.872656
range,13.197829,3.0800216
precision,5.9772215,-4.6015444
edge,17.161797,-5.887284
higher,13.372829,-10.585876
memory,15.2999,12.789737
layers,23.594473,-21.285234
challenge,8.984976,18.505152
mobile,18.53116,27.386576
areas,13.072249,16.798937
authors,4.703203,17.081358
furthermore,14.64912,-12.392954
within,15.207137,4.6229477
1,3.223132,-4.675811
especially,14.661484,13.880736
capture,27.291973,-3.7050817
via,16.19408,-14.533374
language,17.272837,6.1373467
tested,11.36759,-11.670026
strategy,18.49055,-29.286987
simple,22.582212,-18.619677
good,17.500372,-13.13532
``,17.380827,2.83255
able,20.23713,-12.528702
disease,4.6135087,37.218777
possible,21.010046,-0.8462746
2013,0.73344713,23.527998
search,18.04772,-17.125969
elsevier,4.8443866,30.894741
automated,13.927371,12.366898
al,-2.2075114,38.849083
specifically,17.808027,-13.172117
association,8.3429165,20.741997
2023,1.2881982,19.262257
covid-19,5.052867,32.419106
conventional,15.235097,-12.838076
difficult,23.503036,9.472466
step,21.70255,-15.813499
representations,20.249392,-13.170615
future,19.648352,21.30396
class,20.594553,-18.013744
2d,21.583818,-16.426275
architectures,13.479008,-12.521134
selection,22.634766,-25.367168
interest,18.155687,3.6623123
since,12.382696,13.285989
brain,12.970234,11.780531
light,19.994272,11.125109
public,8.711854,16.013472
hand,12.708954,4.372905
et,5.3472443,39.001102
state,4.6957903,0.9618737
contrast,18.814966,-13.980251
help,15.740959,10.418129
role,20.579521,36.453102
detecting,12.440724,9.352768
literature,10.538542,2.5156312
surface,17.13402,-0.6585554
switzerland,21.138964,41.26528
complexity,18.050907,-6.344399
particular,16.610485,-3.663608
characteristics,19.844633,-4.458352
conducted,17.839043,-1.9984424
users,17.331863,23.110853
',12.039397,10.834139
linear,22.146988,-22.957684
binary,22.102764,-25.12632
adaptive,19.295143,-22.944332
optimal,21.114702,-22.656185
people,13.154471,38.623436
shows,11.998591,-9.367703
focus,17.919455,1.408002
mechanism,20.144033,-10.724979
widely,13.815576,4.065992
ct,12.674634,7.8328714
specific,18.528889,-2.9348748
illumination,26.552011,6.2794876
2014,-0.37573388,28.941114
learned,28.083113,-24.413002
resolution,17.939642,-2.1515396
intelligence,12.913685,26.068657
four,10.438019,-8.309598
2,5.4434524,-3.5859978
random,19.114822,-13.791637
expression,15.858143,1.7142469
find,18.07901,-11.406714
sensing,16.84113,16.03894
2015,-0.3495448,34.198513
inference,17.230183,-12.645101
cost,14.255817,-0.71395147
computation,14.002409,-5.321911
fully,19.093851,-13.615135
researchers,15.54385,28.565954
works,11.321372,-3.3339007
press,18.35389,32.27338
highly,13.324442,-0.046880085
generative,26.699312,-18.102175
article,12.467912,9.310493
energy,14.196388,2.784192
introduced,18.20114,-12.79886
control,11.532176,18.867067
train,20.393965,-15.432659
functions,18.075748,-17.392563
verification,10.672473,-6.1216164
2016,-0.6899368,29.829597
classes,11.770608,-5.9831185
optical,13.511542,3.4767551
scale,18.735561,-6.9767337
employed,16.999716,-14.451653
discriminative,28.012285,-24.659159
maps,22.541695,-18.78221
prior,22.490374,-16.670483
gradient,20.050852,-23.671911
surveillance,21.60479,23.447203
overall,11.74259,-7.767935
components,15.507684,-8.495248
frame,18.529856,-14.788496
directly,21.397165,-14.360618
mean,15.00288,-12.189646
allows,21.736773,-6.518105
person,12.934737,-0.15570837
modeling,17.997898,-7.806536
transform,19.984703,-22.663261
temporal,26.942533,-15.406305
generation,17.182377,-12.513053
vehicle,11.079309,14.282072
chapter,17.98604,4.562348
issues,21.20704,15.39926
changes,19.960869,8.789058
sample,20.60974,-17.665445
combined,16.976562,-18.862642
value,8.707979,-11.429094
labels,22.714674,-15.39428
media,13.796908,41.512047
behavior,16.50722,11.437747
case,13.045627,0.52016497
frames,22.517582,-14.029333
considered,14.138979,3.6985395
objective,13.995232,-9.451291
review,13.354721,14.407278
stage,11.324016,-5.734844
much,12.914384,-1.8973899
environments,15.206762,18.130175
require,19.675007,2.4749994
promising,13.618831,0.13398153
world,10.698696,34.96224
skin,16.774885,7.1136203
source,17.290913,-0.16425838
enhance,20.80842,-12.343312
convolution,23.549938,-23.052485
traffic,17.069221,18.355276
become,14.031552,22.784435
implemented,10.883535,-7.6270914
major,13.783759,19.831219
testing,7.7211165,-4.628518
corresponding,20.136694,-13.307319
score,11.403187,-25.565931
improvement,6.1090355,-1.5978194
ltd,10.074415,47.173603
power,14.516951,5.114076
found,9.881556,0.8226798
individual,16.068783,-0.49166635
made,9.69066,9.117868
technologies,13.728068,28.150621
cases,7.1690784,10.272644
requires,15.354584,10.155067
cnns,14.335102,-9.661384
sensor,14.473061,7.4559
solutions,12.885295,3.697608
authentication,15.93158,9.619583
“,-1.807969,21.057034
across,15.904139,4.7151046
structures,15.161525,-2.595711
classifiers,11.508927,-19.126207
general,13.819651,-5.5229225
increase,10.433337,1.187107
captured,20.115602,9.310561
signal,14.805218,-2.6803374
values,11.94435,-14.235043
code,8.190407,-7.681888
residual,25.085234,-26.162401
metric,13.824246,-18.481913
according,14.392058,-7.822526
less,8.91924,4.103983
required,16.471684,5.0277705
collected,13.051429,12.986936
popular,13.744823,-0.8476799
increasing,11.367467,19.482529
body,16.313934,12.275363
labeled,22.026299,-5.1019707
early,11.774384,28.01445
descriptors,21.0529,-22.744234
aims,18.00072,-2.7809634
pixel,21.294746,-14.080027
group,6.042842,8.126565
exclusive,18.693665,24.575773
examples,16.014977,-4.433309
scenarios,11.782713,12.404393
synthetic,18.38038,-7.7716093
multimodal,16.300007,-4.016644
component,19.189445,-12.132741
properties,15.392415,-9.384607
improves,17.903702,-22.142817
variety,15.868732,4.610278
enhancement,21.503448,-18.861609
metrics,9.60979,-11.525212
accurately,16.006525,-1.8187716
along,12.387142,-4.552582
understanding,18.159573,13.102297
known,12.329258,0.8392538
digital,11.785042,16.895845
great,10.916563,15.233174
view,17.127657,0.8863621
parts,18.969606,-6.326537
latent,24.412508,-12.960466
issue,18.957201,6.188957
essential,17.379387,12.905674
efficiently,19.159218,-14.740981
fields,15.034408,18.070961
content,19.014223,8.013445
ai,11.161149,24.628365
],0.111994885,1.7211788
generalization,17.861013,-14.365872
finger,18.865807,1.9737974
monitoring,14.941896,31.869936
flow,14.851643,-5.914595
[,1.0731335,7.564465
classify,15.9758625,-5.475828
patients,2.5052261,30.580208
appearance,24.649632,-8.184899
reduction,15.210744,-12.324525
combination,15.716102,-20.206797
demonstrated,11.724292,-7.4317284
form,19.1198,-9.324637
makes,19.178844,-3.9831078
large-scale,14.276467,1.9024723
although,11.968572,4.1576915
purpose,12.561328,1.3277181
decision,16.840557,-10.243514
label,22.65599,-18.484074
institute,8.344065,37.59184
effect,11.937896,-11.397742
practical,15.100288,7.8417654
estimate,20.840078,-12.676917
online,12.018432,4.213492
details,20.322775,-9.812019
output,18.689495,-17.360664
predict,14.794461,-0.094154485
consists,16.284504,-11.676092
social,16.061056,36.559673
superior,15.115545,-11.736568
useful,20.37514,4.6935225
sequences,17.001923,-7.296035
correlation,16.341639,-18.871193
regression,16.547832,-23.477499
pixels,18.420225,-11.060097
hybrid,14.909697,-14.925192
measure,14.132595,-13.531215
variations,21.572447,-0.86549586
compression,15.003167,-16.930342
cameras,17.927088,14.664526
provided,10.246116,0.6523545
&,3.4985862,44.619545
usually,17.018253,1.7082055
kernel,21.35595,-24.383799
cloud,18.397293,7.5193086
diseases,6.4043946,35.698227
amount,19.353453,15.02179
tool,12.778704,13.508697
tools,13.820832,13.495227
copyright,5.8218493,28.709387
geometric,24.065517,-13.17822
advantages,12.2077675,-6.6236806
position,17.173754,-2.8080537
phase,15.493498,-18.957436
suitable,15.129444,-1.7493365
showed,11.516558,-7.9187016
sequence,22.28706,-13.494135
publicly,12.417704,4.2923155
improving,14.724933,-5.394015
analyze,16.08423,-0.2078832
wide,13.848753,10.822371
implementation,8.812742,0.8593238
domains,16.921198,5.8643146
biometrics,12.615433,13.367956
hardware,11.674184,13.552462
scenes,15.650368,9.412786
interaction,12.800551,22.74965
intelligent,16.129892,23.785303
resulting,16.04075,-8.477232
faster,6.95058,-10.051442
unsupervised,18.182238,-18.376894
clinical,9.619051,19.18407
localization,11.463041,-3.231734
sensors,11.5996065,15.493119
ag,14.804354,30.21287
type,12.838373,-1.5430173
validate,14.6953335,-10.806898
active,14.053352,-0.9871554
critical,14.548307,15.898015
namely,11.01358,-6.46478
making,17.632677,4.8040557
statistical,18.385342,-13.476539
intensity,19.062296,-5.6528516
activity,11.037817,14.014112
relevant,16.049692,3.5690994
signals,11.5880995,3.53069
discuss,20.33736,2.287238
descriptor,17.45716,-22.46615
gaussian,21.07135,-18.20987
registration,16.341352,-10.737202
mapping,17.733797,-10.839834
spectral,20.889332,-17.984184
instance,18.57677,-17.897638
etc,8.815701,16.778807
reliable,16.528013,-1.264276
limitations,16.172165,6.1909204
simultaneously,18.931828,-13.465815
location,18.35145,-1.9107761
strategies,12.276844,-5.9802876
3,4.445864,-2.9622214
supervised,17.258535,-15.411711
carried,13.365131,-3.0388744
denoising,15.559408,-18.52563
direction,13.751928,-2.6386378
attacks,10.367068,3.0330865
speech,10.209303,5.91486
instead,17.976498,-12.137159
dl,9.713701,4.4109373
svm,13.692836,-13.720407
springer-verlag,6.2578917,35.233383
long,11.816677,9.994395
levels,8.523718,2.109289
computed,14.0008955,-7.2411404
explore,18.23347,-2.2637842
strong,11.829175,-3.2330086
moving,16.336292,4.953466
comprehensive,17.46044,-2.4290075
mainly,12.697694,0.6258699
experiment,10.774073,-10.442053
success,6.4958296,3.9681523
action,14.6455345,2.0706725
combining,16.14989,-12.86092
describe,15.931684,-0.9314487
example,14.399893,1.8556911
vectors,22.390276,-17.061422
applying,14.423628,-13.66455
assessment,9.190698,7.5833864
tech,12.903551,4.279819
recognize,15.193028,6.0815234
coding,18.460983,-21.985188
open,8.61102,22.624798
errors,7.8345594,2.2740743
driving,11.414376,25.975191
difference,14.613967,-9.528013
overcome,17.275452,0.2738539
final,18.665993,-22.785349
factors,16.175203,11.193643
joint,18.118223,-15.545559
emotion,11.807404,0.9918482
smart,14.042944,35.229504
-,3.5036204,6.2453127
quantitative,12.88322,-9.184256
orientation,19.606604,-9.455601
lack,16.895746,9.3236885
end,14.933973,-2.8451266
publishing,6.137698,47.371876
pre-trained,16.955088,-17.833225
crucial,16.710434,15.599351
published,3.3946795,34.61444
firstly,15.8478985,-15.030251
categories,9.548271,1.2641225
goal,13.395655,4.961345
compare,13.49001,-14.191142
learning-based,15.895054,-12.129468
university,3.495377,30.644987
dense,18.174322,-13.295991
selected,13.732947,-8.79428
weights,17.572174,-21.489662
modalities,17.781702,-0.17913195
associated,13.570999,4.1194158
ground,11.60225,6.3162155
yet,17.430395,0.38557
occlusion,17.468346,6.3815923
steps,11.504105,-7.0565863
represent,23.09922,-7.1704416
either,14.4366,-1.1795404
consider,17.870531,-0.94154376
filtering,16.260124,-17.105694
rates,4.9985323,-3.381058
health,9.653697,44.669178
reduced,12.546153,-6.275421
vehicles,11.597057,29.69953
importance,12.611068,13.319402
communication,11.832068,21.951662
apply,16.393373,-8.701419
theory,15.942482,-3.5156875
building,13.924025,1.8555298
effects,12.727717,8.007497
tumor,10.084876,6.726175
engineering,7.762946,25.944948
activities,11.47034,20.916792
detector,10.632371,-16.892284
remote,14.193828,19.165068
manual,9.112114,7.8240023
measures,9.686049,-0.62145996
change,14.520963,3.3057625
extracting,20.229198,-6.270011
basis,12.608931,-7.469266
license,12.078479,23.590702
certain,14.0916605,1.7676601
weight,17.851421,-17.16893
discussed,13.800227,8.803736
normal,10.810677,5.856421
attack,8.38409,-2.0382302
parameter,13.874314,-12.282915
additional,15.652947,-6.1779504
regularization,19.425985,-19.886183
structural,13.851465,-3.4252145
embedding,21.797682,-19.624092
parallel,14.9944725,-1.5453913
analyzed,7.8515725,-3.7901812
histogram,19.86573,-16.262138
initial,15.625255,-10.711299
society,1.1586667,45.689182
faces,11.875937,4.327064
lower,7.7964487,-5.4500756
observed,12.746498,-4.239963
simulation,10.854121,-3.1285777
end-to-end,17.292671,-15.438106
high-resolution,16.527905,-3.4563074
providing,13.968416,3.1587732
breast,10.069141,13.1934595
advanced,11.71463,10.328983
investigate,16.825361,-1.8160686
perception,14.845551,7.6716433
considering,17.143066,-6.8867755
produce,17.567953,-11.284773
response,12.01098,5.969092
utilized,14.231127,-10.438875
classical,11.539834,-5.2700434
measurement,10.324267,0.39165255
modified,12.564632,-16.785204
impact,11.53878,10.465329
identifying,11.511164,9.239446
adaptation,19.971764,-9.881988
findings,6.6004386,1.2914197
solving,16.044544,-1.9318062
privacy,15.194011,17.172033
ratio,8.70927,-1.541387
block,18.132666,-14.910161
massachusetts,12.497278,11.9532995
us,15.261416,2.333233
detected,11.999792,-3.2687764
adopted,14.193373,-8.563573
segment,17.254421,-5.3187375
build,18.165594,-7.565576
determine,15.070551,-9.198718
reference,14.523931,-4.5397463
presence,13.873467,10.200683
hence,13.548013,4.4103665
directions,12.008462,7.6826735
typically,14.148038,-1.472971
resources,13.240052,15.292079
five,7.0909605,-4.076692
art,7.660326,1.0228773
performs,11.900321,-13.738275
sensitivity,6.2580304,6.3058534
commonly,9.876507,2.397393
caused,15.928996,13.447341
necessary,15.354916,7.403361
saliency,16.77455,-17.748869
eye,10.792735,10.942401
physical,11.829181,16.595655
advances,11.272929,18.806673
recall,10.199774,1.3894743
palm,14.952412,-0.7452074
aim,14.335598,1.6153951
manner,14.055023,-9.690642
integrated,13.865609,-9.883075
indicate,12.927868,-8.612798
international,2.505535,32.59363
named,15.501769,-9.840067
query,19.759579,-11.380769
false,6.849784,6.0881257
processes,12.4057045,2.6616442
ensemble,13.241871,-19.855919
mri,12.988338,4.3084
enhanced,13.65302,-14.381385
acquisition,12.590627,8.463685
aspects,12.418965,8.50226
big,18.105442,17.494703
humans,13.242486,14.863594
events,12.154195,10.962173
subjects,7.084344,7.7641263
following,10.850791,-4.0313964
last,6.599193,14.61549
stereo,13.12371,-3.8988702
access,9.384285,24.302385
mask,10.527536,-14.948151
theoretical,12.990804,1.5634825
channel,16.99786,-9.737377
series,13.295564,-3.3862405
towards,11.736613,7.198214
polyu,14.238536,2.0748966
x-ray,10.437919,10.999966
methodology,7.926052,-4.8801227
successfully,14.8077345,-6.2302337
operations,11.844822,-8.000924
include,12.858133,7.8106637
means,11.046697,0.20734061
robot,12.831017,13.754947
software,6.9694476,9.0167675
contains,14.813284,3.47211
detailed,18.033585,-3.2120962
acquired,14.08086,5.71805
diverse,14.169268,3.9133894
comparative,12.193134,2.458279
noisy,17.042097,-7.6159463
fuzzy,15.130269,-17.841095
improvements,7.0198555,-4.7239237
appropriate,14.1968975,-6.4755754
frequency,14.619613,-5.7157526
cognitive,4.026381,23.598778
enables,14.366413,-2.483315
needs,14.347754,8.713175
convergence,12.625806,-12.784454
relationship,19.575115,-7.7064896
treatment,9.0662,24.919271
translation,13.971845,-11.617628
despite,9.174581,13.518679
studied,8.807693,4.015581
combines,18.140318,-13.663955
autonomous,12.774253,27.554111
views,18.811054,-7.545626
weighted,15.8280735,-19.495716
embedded,14.265825,2.6839337
virtual,15.212211,16.07944
baseline,8.531859,-12.037198
past,10.903272,13.012816
developing,13.149931,13.655825
pedestrian,11.068922,-0.7283362
concept,12.699025,-3.6909034
positive,7.5424857,3.727591
knuckle,17.37212,1.147558
requirements,11.474617,15.858517
survey,10.842438,10.196323
basic,13.432466,-2.4273973
fundamental,17.208427,8.479233
base,15.7038145,-9.615254
plays,16.994785,20.81555
taken,15.244896,3.7043672
comparable,9.939442,-4.474705
powerful,15.082967,-1.4187548
contactless,15.488935,5.6009235
identity,13.266391,4.580861
another,16.38435,-4.041008
together,14.434002,-7.0351667
navigation,11.082474,19.675829
competitive,11.218591,-14.218537
times,0.793354,9.9548025
wavelet,17.620823,-16.648996
total,8.552806,1.400937
capability,10.94536,-1.2194914
gives,8.696906,-1.4743798
preprocessing,13.9439945,-12.936431
functional,14.066606,2.6344843
probability,15.223203,-14.591
advantage,13.611976,-12.176163
dnn,10.677332,-2.8758013
recurrent,17.535505,-4.0771422
safety,10.493067,26.255322
done,12.744017,-3.3277547
blur,17.58448,-4.8910766
full,14.581734,-4.053114
movement,15.383762,6.98249
leads,13.354329,-2.0272667
validation,9.007576,-8.154682
acm,3.9965787,22.673248
lead,11.206348,9.334417
science+business,16.126049,23.908806
modern,9.711857,16.582228
distributed,9.992063,6.388627
subspace,19.40006,-17.05063
topic,11.790462,9.625957
geometry,18.751286,-6.161539
platform,7.7920156,11.204569
create,16.86036,3.509621
line,12.512883,-3.4987175
around,9.260848,15.258802
focuses,14.850769,5.1265597
introduces,17.293293,0.4096185
maximum,11.352508,-10.97727
constructed,17.551527,-12.912705
idea,16.38483,-9.664225
contour,14.328613,-9.723787
licence,8.6995,24.645554
encoding,15.989591,-15.606133
scientific,8.970369,29.270657
differences,12.898343,2.2869704
term,15.031985,-9.6401615
b.v,4.733713,22.44595
linguistics,16.64214,23.659678
high-level,22.124369,-7.102684
2012,-3.7600844,20.843012
reducing,13.204367,-1.1357875
template,14.252039,-6.349121
easily,12.6280575,1.6906543
account,13.257427,0.7344359
achieving,5.230227,2.4696074
connected,18.228077,-4.0236216
iot,10.663459,22.42103
measurements,11.800116,-3.427211
underwater,13.657983,3.1367638
collection,12.658258,7.6804037
llc,17.4648,27.576979
instances,15.744538,-6.6458974
reduces,13.878455,-5.373283
generally,10.558085,1.2504182
100,3.7311583,7.649579
book,10.580743,16.2292
enable,12.304128,4.1206427
constraints,14.639484,-3.6934252
every,12.42393,8.139894
shapes,16.646545,-2.5184636
volume,12.386665,1.4581995
index,11.589141,-10.29041
underlying,17.267382,0.66214615
personal,11.963198,20.605576
rely,15.273671,1.4849545
boundary,15.81124,-9.571656
pipeline,11.67573,-8.9203005
detail,13.004432,-1.5805093
transformation,16.73985,-15.38983
includes,11.498158,-2.0403197
filters,13.148666,-19.837503
continuous,11.607203,2.0971282
blood,9.868762,18.013773
augmentation,14.004563,-14.165188
comparing,8.353273,-7.4558105
exploit,20.82854,-9.597679
procedure,12.713428,-8.923488
built,13.955151,-8.627083
management,10.667041,28.497564
deal,16.239777,0.17248139
internet,11.31398,26.301357
principal,17.924047,-10.230146
age,6.637165,11.625056
complete,14.311951,-3.8380115
cell,10.33784,3.3690076
invariant,19.511831,-9.715603
vein,13.848363,1.8444827
roi,10.821665,-8.03765
inspired,12.812929,-3.344562
bayesian,16.745306,-11.85949
takes,13.685967,-3.6680746
fused,17.988218,-19.28854
whole,14.660847,-2.9098155
coefficient,10.393085,-10.173113
concepts,13.3856735,3.461074
groups,10.351108,8.822796
increased,5.980229,8.834884
capable,12.894345,-2.614241
avoid,16.31998,0.04527661
distributions,18.878172,-9.491251
device,8.273528,13.180175
individuals,10.070721,18.874344
relative,11.509105,-4.237917
