word,x_values,y_values
hybrid,9.706938,0.47714338
objective,6.048543,0.9786019
semantic,9.8490095,0.033190902
dopamine,11.022374,0.3463331
nodes,8.681268,0.08630332
underwater,6.968209,-0.3166955
cell,2.2656243,-1.6286576
neurons,9.251154,-1.4022778
animal,5.825099,0.57823586
object,10.179839,-0.046811964
exploration,12.418078,1.0178384
temporal,9.257093,-0.56463826
efficient,6.5736446,-2.4876852
pedestrian,7.819423,-2.071509
reliability,9.354533,0.41255298
cluster,9.280591,0.65559244
social,9.779011,0.35527515
text,10.361325,0.92906785
datasets,9.160728,-0.17932634
controllers,7.2442503,-0.13701184
harvesting,-2.4014773,-1.1583536
spatial,9.719836,-0.04303231
qos,5.2364345,-1.7159353
resources,3.368884,-1.3156494
using,6.3251057,-1.4830242
face,8.80027,-0.9403078
server,4.981747,-0.47445267
time,12.040738,0.70048636
drone,10.144802,-0.46492958
classifiers,8.691137,-0.26399222
development,3.5140743,3.406593
synthesis,11.688271,-1.2013955
tracking,5.1127224,-0.61527276
scheme,4.1495495,0.32231984
placement,4.9714265,0.65565133
future,5.083744,-0.45549634
dataset,9.621531,-1.0112684
lstm,8.631379,0.8242005
deployment,-0.26215798,1.1231215
mining,7.8684278,0.0061987513
information,7.481165,0.11845834
motion,8.866295,-0.89905125
optimize,7.143428,0.1613104
multiple,3.5708463,-1.7539287
learned,8.470267,-0.05161714
protocol,7.316103,0.40221465
active,1.430955,1.6926687
motor,4.639505,-0.45951724
renewable,-0.45229146,-1.382941
robotics,6.9496193,-0.1431378
activity,7.76644,1.229455
efficiency,6.3685427,2.6215343
method,5.242069,-0.64700454
dynamics,6.231235,0.18899536
framework,6.8720274,-1.4430287
heterogeneous,2.730854,0.16865835
drones,10.1680975,-0.9883903
visual,9.978625,0.50614345
fish,8.599823,-0.028493218
latency,5.2607374,-0.6810013
market,4.102146,1.725116
crowdsensing,3.7316976,0.08103011
devices,3.7392647,0.044083957
quantum,6.5979776,0.98598933
transmission,4.6991386,0.23443308
throughput,4.8919735,-0.6879832
charging,4.1425605,-0.5234875
stock,8.202723,-0.4482298
utilization,5.299793,-0.11284463
stochastic,6.70843,-0.24796152
relay,4.88412,-1.8595982
ensemble,6.693091,-0.37580678
approach,1.6467326,-0.8393635
driving,7.871393,0.059621066
virtual,5.035102,-1.5950576
optimizing,3.484812,0.30683246
intrusion,0.66100705,-1.6497605
monitoring,6.744087,0.6862455
cortex,7.739087,0.55355453
platform,4.160269,-1.3199146
evaluation,6.9326167,-0.67016244
satellite,-1.4460117,-1.2720995
microgrid,6.4526105,-0.2460703
optimized,3.8335934,1.0488933
analysis,6.6554437,0.19138864
artificial,5.017973,0.12812498
computer,6.181256,-1.8988702
heuristics,5.1553926,1.3095613
gradient,5.221057,1.4328947
falsification,6.117937,1.2005222
software,6.1360536,-0.20047796
delay,6.862855,0.071634896
safety,5.309447,0.7902317
synaptic,5.246768,1.5986551
vms,5.9155807,1.1817954
datacenter,1.5972813,-2.231651
capacity,3.8967505,-1.608152
industrial,2.1309907,-1.5892655
secure,5.9926496,0.14825013
connectivity,5.144297,0.77086353
maintenance,6.825897,-2.1904604
demand,6.9867454,-1.147772
mimo,7.330805,-0.4880159
gan,4.004084,-0.99935
hardware,6.5366416,-1.220831
electric,3.6530278,-3.1303544
aware,5.6703386,0.72217095
emotion,6.5186305,-0.8903496
risk,8.2755995,-1.7812318
driven,4.565922,1.8641529
images,8.085791,0.6898489
cancer,6.4918513,-0.11521981
decisions,5.744196,1.054366
improve,2.9975958,0.646253
multicast,7.2213902,-0.8133021
evolution,3.5502062,-0.45883557
attention,4.5133095,0.21396184
reasoning,6.122849,1.0067443
test,7.302737,0.30882224
logic,5.0774746,0.50296825
features,6.729338,-0.51639843
detect,7.4274635,0.1860759
qoe,3.57488,1.4122914
generative,5.7688165,-0.8964703
servers,1.0111512,0.2658657
ml,3.3421738,0.50511825
things,-0.10035928,0.65122503
accuracy,3.6828198,0.41231152
train,4.1934485,-0.30784336
learns,5.109393,0.15207244
program,5.8941445,0.83429945
flow,2.4089549,0.27751046
green,0.05085233,-0.30677846
automation,3.1412559,0.15222286
computational,5.2741284,0.6484468
cybersecurity,2.3591435,-0.2413007
translation,8.607269,0.67999345
variational,6.3559656,-0.59552664
streaming,2.9566965,0.47034872
optical,1.035663,0.14080834
cache,4.6299,1.0132765
actions,5.2091246,0.113307245
spike,6.071777,-2.352131
sampling,3.7480907,-0.47159496
drug,7.2047896,2.2336168
spam,4.555719,0.9123137
dqn,1.7888362,-0.32833323
cnns,4.067465,-0.29256675
matching,4.386737,-0.5804607
relation,5.842811,-0.32246196
objects,4.527306,1.3437252
mec,3.2812233,0.38312662
behavioral,6.093579,-0.09214372
rewards,4.905592,1.2334319
estimation,5.291056,-2.2604854
medical,3.146338,-0.99674195
machines,5.239564,1.4531331
vm,6.316311,-1.2651436
animals,3.9784064,-1.220207
feature,5.5628867,0.19175917
congestion,4.1619678,0.7535475
predicting,4.3616934,1.1121815
stress,4.9682827,0.78440315
approaches,5.1379004,2.1393487
building,-0.013724024,0.18029268
hippocampus,5.188433,0.44157487
generated,6.7936544,-0.18127552
processing,3.8962252,-1.2300997
teaching,8.469824,3.3653526
self,3.2973764,0.9939145
battery,3.1227996,0.7101084
wave,4.3004255,0.10714185
scenarios,1.9954467,1.787041
perception,5.0443444,0.27027866
hetnets,0.040829234,0.012189991
interaction,1.8742019,-1.6090709
environment,-0.90350324,1.0118492
benchmark,5.3022175,-0.1491873
detecting,4.2834873,0.8400722
price,3.246948,0.88264745
representations,4.325126,1.4393334
sparse,5.508738,-0.5416888
agriculture,1.9409876,-0.22286159
ddos,3.8789654,0.6042275
wifi,2.7391603,1.2216492
parallel,4.0433745,0.26996967
cooperation,0.97901803,-0.28634906
protocols,5.4570007,0.51995313
jamming,6.1726913,-0.7399795
flight,2.9522893,1.9171046
learner,3.1332884,0.51854
node,2.2754169,0.28962114
experience,3.2386773,2.3395197
science,2.2734125,-1.2058798
capabilities,0.4780872,1.2614504
diagnosis,5.247037,1.518102
level,4.5868993,-1.5373502
sentiment,3.030358,-0.5385309
generate,5.5609193,-0.12784083
signal,4.1998196,0.4803294
complexity,3.7486045,2.417895
imitation,3.5123658,0.4019878
forgetting,3.368107,0.27271464
eeg,5.010141,-1.308995
rl,-2.2797525,1.3163642
locomotion,2.9603498,-1.1583756
probabilistic,0.13867478,-0.34495732
distribution,4.2613144,1.8737628
iots,3.7925282,0.07663872
state,5.6211395,0.78152776
multimodal,3.1440084,-0.52664214
solvers,3.562785,-2.2356343
storage,-0.23560622,0.57273096
automated,6.2820563,2.0554209
speech,4.5738044,1.1221062
beamforming,2.1287909,-1.4831911
bayesian,0.74702585,-0.9235222
particle,2.732489,-1.58528
repeatability,5.917655,-0.3561622
wind,2.7754643,-1.3549838
extraction,3.9664617,-1.5290635
authentication,2.9839923,0.84950614
trust,2.1602647,-0.9273975
robotic,4.095429,0.012961032
generator,3.7393465,-0.11922954
infrastructure,3.711367,1.2740264
inventory,4.007186,0.89630944
discovery,3.5139277,-1.7874491
user,2.8430994,2.0092747
target,3.0552108,-1.7661561
multiagent,0.8884429,-1.5951464
techniques,2.3902073,-0.8145503
speed,4.831391,-0.85774964
delivery,3.0067148,-0.70353866
3d,6.847872,0.50032413
programs,3.4426854,0.30147055
electricity,3.0879428,-1.2745456
conversational,1.5441781,1.0188297
tools,2.8531497,0.46118474
assessment,4.061276,-0.093875445
eavesdropper,2.5500565,-0.8419469
map,3.6601455,1.6945992
chatbots,4.418068,0.20838247
player,2.3232493,-0.3118864
malware,3.2905316,-1.3526926
foraging,2.630665,0.26784837
use,1.0120956,-0.8034712
tree,1.2725513,0.2195215
random,3.8420775,0.17867178
supervised,2.8166678,0.47001207
parameters,4.1292124,-0.5217225
route,1.0419875,1.2620673
duplex,3.5507379,-0.58230126
bargaining,4.116372,-0.54189146
players,2.4396622,-0.59922063
mechanisms,1.6535238,0.18698466
users,1.5286592,2.7198029
packet,2.3729787,-0.35064337
crowdsourcing,4.603422,-0.45925197
urllc,2.1665003,-0.3404795
retrieval,4.13936,-1.7294434
application,1.1958185,1.3636148
slicing,-2.8281686,0.5848469
downlink,1.1526786,0.31920654
hippocampal,3.9511526,0.76874197
tuning,2.2476237,-0.33095574
question,3.5510795,0.79642886
adaptation,2.3512495,-1.7772781
automatic,3.8185954,-1.5015056
formation,4.0407505,-0.17939416
propose,2.6860518,-0.9035691
sharing,2.6933818,-1.7418879
humans,3.5102742,0.8184649
frequency,-0.32802626,-2.082334
effort,2.6027603,1.7391064
crop,3.8143759,0.5519171
vision,1.4265579,0.4114765
gans,1.5110365,-0.40871084
organizing,2.3168845,-2.2838051
positioning,0.7272985,0.83132446
financial,3.3542526,-1.9687655
humanoid,1.1612061,-0.770435
granular,0.921913,-0.17912638
news,4.4164314,1.6617662
markov,2.1185145,-0.3713815
parsing,3.210915,-0.65615046
signals,2.8503268,-1.3005322
encryption,1.2031155,-0.014046675
avoidance,-0.1321052,0.6301199
sustainable,0.8477735,-0.04182877
health,2.437035,1.3106496
code,2.7206392,0.7169339
multiobjective,0.23937549,0.043753352
trading,0.5855795,-0.7053376
covid,1.7351575,-0.26526767
neuroscience,0.3950663,2.2136
motivation,3.1757648,-0.119197726
dispatch,2.4081001,-0.4367688
big,0.72313195,-1.4228708
forecast,3.7065427,-0.26426566
tutoring,2.3087008,0.30230594
millimeter,1.6287755,1.356139
obstacle,2.2949588,-1.29047
recommender,1.9030908,-0.7437002
approximate,4.432761,-0.04181605
dnns,1.0963999,-0.9413714
neuronal,1.8386525,0.4166295
technique,1.0218372,0.23695683
hyper,1.1537857,1.9907864
nlp,2.9794228,-1.9741572
logistics,1.552009,0.9195198
action,2.5822089,-0.21735014
drl,1.6370448,-0.2355957
problems,0.70662093,-1.1924627
centralized,3.271288,-1.2896309
input,3.4741693,-0.030652594
metaheuristic,1.6597335,-1.0893317
classify,4.698735,1.5688155
terahertz,2.0811048,0.0057408093
cost,0.32356322,0.4745252
metaheuristics,3.5998266,0.30886215
effects,3.75346,0.11310701
robustness,1.4301109,-0.5229502
pricing,1.819856,-0.4666946
802,1.7672249,-0.08272061
simulations,1.8610927,1.1292926
sleep,2.886351,-0.55860513
location,0.2761396,-0.15615252
optimisation,1.0306286,-1.0258359
ecg,2.445988,-1.6487005
theory,2.2718759,-0.10771
style,3.4980502,-0.85892665
maritime,3.5805993,0.80319977
dialog,-0.09905439,0.22450466
backhauling,0.81042665,1.224443
improves,2.1395311,1.5289375
response,3.1476574,-0.1360189
behaviors,2.2037933,-1.7694472
type,2.2317195,0.27342927
affective,1.9528016,0.12387166
braking,4.1127596,-1.5044954
comp,0.38296375,-0.7125967
eavesdropping,3.4021828,1.2170527
tourist,1.5689182,-1.9574509
policies,1.4923664,-0.7728226
railway,1.0394369,1.7207285
disassembly,2.0644884,-2.0978293
scaling,2.1442003,-0.5246289
backpropagation,2.864922,-1.6790733
monkeys,1.277139,0.58436996
domain,-0.7562677,0.9156134
emerging,-0.1865471,0.385946
processes,1.2174582,0.9879123
swimming,1.8984219,-2.0513546
skill,1.090958,-2.1867585
addiction,2.9285498,2.055045
ranking,1.6530508,-0.49808758
decentralized,2.5837693,-0.18886043
specifications,3.389458,-0.6238644
reputation,1.8973352,0.23663592
curiosity,0.36846974,0.3973264
animation,2.2916422,1.514635
vlc,-0.81341463,-0.31947187
coreference,3.5161433,0.5145251
clusters,2.3454647,0.82497793
constraint,1.8582371,0.23333786
forest,2.4468951,-0.6951155
home,-1.9044207,1.3637108
filter,1.4996516,0.28677887
episodic,-0.34704825,-0.9713923
rf,0.08712429,-0.9933562
sensing,2.1226666,0.983924
markets,-0.47456366,-1.5520002
manipulators,2.0067327,-0.5127693
composition,1.9443115,-0.39267126
healthcare,0.51073235,0.36356175
phishing,0.9541467,1.0433544
coordinated,2.773347,0.9395997
antenna,2.2920027,-1.5406779
answering,3.873432,-0.6618232
metasurfaces,1.5984546,0.4596918
matrix,0.034231644,0.5442994
types,2.0283859,0.15179984
vocal,1.9540528,0.66938275
4g,-0.5560657,1.789627
crossover,4.1913905,-1.0152754
dialogues,-1.242322,-0.9541624
predictive,0.7949628,1.7822794
recycling,2.1384788,0.09550859
digital,3.7132592,1.1580132
industry,1.1121273,0.9454621
implementation,1.0689486,0.9364125
snake,0.44072503,-1.0185461
cps,0.65213835,0.45188534
compression,0.4327488,-1.8050469
watermarking,1.4613086,0.93247443
develop,-0.38017514,0.9685119
trajectories,-0.22463727,-0.09618683
gesture,1.401644,-0.2204854
parser,1.6748126,1.170307
coloring,1.6544665,-0.17633298
dementia,0.2457882,0.39157793
physical,0.33364373,0.03258105
questions,2.7328389,-1.123621
threat,-0.13967767,-0.44116044
maximization,0.6617677,0.7863013
guided,1.9232715,0.7573016
sensors,1.5370889,0.5193679
food,2.5095408,-1.8212954
movement,0.60297716,1.5161448
nash,2.020237,-0.14655186
synchronization,1.5692092,0.28580442
svm,3.0867593,-0.0603598
explanations,0.6926491,-0.33408648
classifying,0.8508266,0.14255872
scheduler,0.5542539,2.2299323
vne,0.5038831,2.0325212
anomaly,0.15023501,-0.14587198
evidence,1.3017429,-0.28227764
mesh,0.6463397,-1.6536195
confidence,1.01315,-0.94933254
collaboration,1.7831131,-1.3014766
dopaminergic,1.3392944,0.6261779
vanet,1.04472,-0.5362551
benchmarks,-0.44967327,0.09638192
business,1.0070287,-0.82508844
primates,0.8096623,-0.98862684
maze,1.4269154,1.7032348
kalman,1.0890592,0.08858643
python,2.0954669,0.7405261
lfc,-0.55972916,-1.7867401
defense,1.3832883,0.4350889
generating,2.7756402,-0.27618417
collusion,1.7314334,-0.061287593
station,0.6362768,0.4916534
bandwidth,1.9611444,0.24239774
improving,1.4491867,-2.3282678
manet,-1.1373421,0.49300876
pomdps,-0.012847274,0.060124975
pruning,2.079311,0.26487634
integrated,0.50012183,1.3069199
temperature,1.3169215,1.3941505
existing,0.7434466,2.1154306
iiot,0.18552123,-1.2109452
experiments,0.9430589,0.41548705
metrics,-0.06556149,-1.2298348
encoding,0.053171445,-0.98161757
feedback,1.3291411,0.38252816
choice,1.5560281,1.511239
neuromorphic,-0.9252337,-0.7734736
constraints,-0.8105157,-1.587336
processor,-1.2232932,2.2734077
outage,0.53978956,-2.0411716
flexible,-0.2413553,-0.31997007
pid,1.5541706,-1.2942492
biological,0.38888606,-0.5180029
music,0.29060274,1.3503801
behaviour,3.220482,-1.0457389
combinatorial,-0.7014281,-0.40135756
propagation,-0.4153431,0.6290142
starcraft,1.248424,0.3207906
faster,0.3073828,-0.24556021
components,2.2470694,1.0419712
layer,0.45922795,-2.101042
calibration,1.9666728,0.38985917
relays,0.7618067,-0.6472542
relaying,2.4957461,0.20741409
solve,0.91936564,-1.4875978
solution,0.10650074,1.7289985
massive,1.3693832,1.0146043
workload,0.67540085,0.22580074
schemes,1.3112237,0.5207517
embedding,0.8983332,0.9819333
maps,1.3114866,-1.6135681
prefrontal,0.858317,-1.2242088
group,-1.3012758,-0.7460321
uncertainties,2.1245925,1.2162215
challenge,3.2686746,1.169949
molecules,1.7208388,-0.83442825
stimulation,2.1719437,0.64967084
steganography,1.1487072,0.9784075
reservoir,0.2808269,1.2316631
corpora,1.5928761,1.9870678
surprise,0.93258363,-0.8035358
verifying,-0.41234118,0.95892924
parameter,0.72835773,0.4642429
crack,1.6830897,-0.40852496
v2v,-0.45309937,0.46432742
replay,-1.1138536,1.7061112
udns,0.45456156,-1.6796573
detector,2.201646,-0.434412
single,0.55121934,-1.3169546
ultrasound,-0.14042176,-0.62749
smt,1.7943405,-0.070140466
uncertainty,-0.17682666,1.6029737
shot,0.55781686,1.070104
embedded,2.227616,0.88435835
tool,0.50914884,0.22672777
patterns,1.6668395,-1.1894298
genetic,-1.255684,0.21385126
shop,-1.468763,-0.09724521
striatal,0.9735615,-1.4235339
bci,0.56876564,-1.1611824
representation,-0.034016237,-1.1445898
evolve,0.43734542,-0.9886396
flying,-0.3056905,-0.10067579
collision,0.74598247,-1.3819462
trustworthy,2.0747008,1.590116
autonomy,1.4881365,-0.49495965
defined,0.10256604,-0.531997
responses,2.6154935,0.48044595
iov,-0.5733969,-0.015445796
database,0.34381407,2.4247005
concurrency,-0.00029122047,-0.13105081
vanets,-0.13979498,-1.5702122
optimum,0.3784072,0.5134787
stations,-0.7457515,0.2746095
biomechanics,-0.48270404,1.1366307
predictions,1.5097524,-0.17378344
cerebellar,-1.5952439,-0.7288437
agricultural,-2.2294962,-0.7838788
designing,1.876667,0.26952797
clouds,0.30101466,0.17115575
ledger,0.9210465,-1.3394421
waste,-0.21309055,-1.4051776
study,0.45474178,-0.4908765
implemented,1.2220488,0.7166729
desalination,0.71604216,-1.6657896
paths,-0.17621745,-0.11499125
core,1.1721536,0.119375214
approximation,0.5442826,0.06451494
thermal,-0.090174794,1.0136243
sentences,1.8048868,-0.39741397
concept,0.050004315,0.72514194
computers,3.9012952,-1.1581689
continual,-1.2850134,-1.0261426
device,-0.857733,-0.4693522
engineering,2.8606272,-0.83649427
octopus,0.3672771,-1.0001942
neuron,3.30111,-0.57064253
different,0.5498294,0.9208798
svgd,3.1956253,-0.7971745
quantization,-0.45736292,1.481049
inverse,-1.2966815,1.1119299
economic,1.7913303,-2.588306
crime,-0.20120625,0.23473954
plasticity,1.1431078,0.49998045
engine,0.45793492,0.3046609
electron,1.2520623,-1.2578983
diversity,1.9116315,0.34539846
advertising,2.8571908,-1.1638887
uplink,0.0145012755,2.0338626
context,1.7271594,-0.9659035
pv,-0.2069638,1.3962631
developmental,2.1792693,-0.4630007
primate,1.0001822,1.2657919
complex,-0.20541352,0.3579148
bss,-2.0634017,-0.79513854
filters,2.9242752,1.4226692
automata,0.7470772,-1.5927302
diabetes,2.0780337,-0.5785335
ap,1.5873003,-0.9995058
intention,1.2946912,-0.09905763
unlicensed,-0.12601304,0.9829651
operation,0.043216467,1.3783139
areas,1.2066599,1.8269298
pervasive,0.120203085,1.3433394
challenges,0.49992135,0.9674685
nonlinear,2.2265103,-0.2767904
analyze,-1.2485409,0.6248477
coronavirus,-0.23370528,-0.59715325
fault,2.4928312,1.7479198
hd,1.2160729,-0.19693455
trusted,-0.75772077,0.5111411
role,-0.22598702,-0.099243544
accurate,1.5158467,-1.7677319
rate,0.62903047,0.5718488
videos,-0.11662498,-0.26456878
chess,1.0920098,0.8132039
movements,-0.035241123,-0.29818276
groups,2.0008,0.8352616
wsn,1.4149061,1.5872484
summaries,1.6730767,-0.10440193
filtering,1.4606596,0.8959413
graphs,2.0708594,0.34163228
city,0.3011381,-0.19610874
working,0.0733898,1.8775738
air,0.13284492,-1.1671356
rule,2.449833,3.148639
categorization,-0.26330248,-0.53667516
sensorimotor,0.62181467,1.2265131
explore,1.2645907,0.13061948
awareness,2.1047583,1.9424735
fractal,2.212,0.91722786
web,0.6797533,0.018612921
rts,0.10944868,1.0544881
soft,-0.6716984,1.8370628
serverless,1.450833,-0.5077482
educational,0.7975996,1.3432417
accelerator,-0.17039959,0.051839404
net,1.0172253,-1.4156368
virtualization,-1.0689038,-1.1268649
effect,1.7208174,-0.2408815
iteration,0.880893,0.21253441
position,-2.1407752,0.17197926
flows,0.94133765,-0.043330405
mechanism,0.80360895,-1.1871728
fatigue,1.1831261,-1.1930568
chimpanzees,0.6093177,0.7186019
symbolic,-0.49520084,0.30598578
interactive,0.43869296,-0.98682547
influence,0.3074295,2.8587756
timing,0.07781019,0.10586784
allocations,0.21499029,2.6685367
mathematical,0.88606733,0.14634773
balance,-1.8368304,-0.1873885
captioning,-0.824257,0.2053198
priority,0.2192883,-0.61631966
advanced,0.7317396,-0.7022021
mri,-1.0526184,-0.03375327
narrative,0.6206998,1.9702383
udn,0.26555192,-2.1547627
channels,0.5386255,-0.7819752
conference,1.6377046,0.7022442
satellites,0.40564308,-1.0865384
cells,-0.78720576,1.5129132
encode,1.9719425,0.36087963
emotional,-0.22281238,0.51319766
broadband,0.90230805,0.37758082
gps,0.5084239,-1.943115
multirobot,-1.0996317,1.405697
critical,1.2080721,-0.12087433
bot,0.8560676,-1.380112
pipeline,-0.8137169,-0.3778777
quadrotor,2.8449924,-0.685025
introduce,1.9995911,-1.2378722
climate,1.685692,-1.5447509
deformable,1.1129642,-0.88939774
codes,1.9678833,-1.2150534
muscle,0.24431708,0.32253155
illumination,0.22332989,-0.8388443
cyberattacks,-0.16315718,-0.046586554
botnets,0.7404685,-0.7244876
controlling,0.4708929,-0.1254542
negotiation,-0.93478966,1.2958477
thompson,0.69293094,0.29812828
climbing,1.697484,0.01698596
preferences,1.057119,0.82429534
descent,1.237719,-0.5318304
conventional,0.23904179,2.1593776
critic,0.34369317,-1.7868664
pigeons,1.2236434,1.3083299
cues,-0.2996373,0.3187865
motions,0.75837773,2.3677635
aesthetic,0.41121414,-1.627919
slice,-0.7148735,-0.36270416
psychological,0.41299206,-0.8199881
binary,0.12252313,0.008936711
languages,1.2554495,-1.4966722
numerical,0.09176488,-2.5653355
hpc,-1.1206385,0.22337332
electromagnetic,1.3605726,0.97383505
tensor,0.120875366,-0.07347495
embodied,-0.30566055,-0.7470942
carlo,0.95451707,-0.4698172
b5g,-1.9679589,1.2806113
goal,3.1361618,-0.6681171
pupil,0.20130129,0.0066533736
meta,-1.9042649,0.7750503
hierarchical,0.6008883,-0.30634445
fixpoint,-0.751862,0.68385774
playing,0.048179675,1.6015512
center,-0.6022584,-0.50001746
identification,1.9857254,1.4875177
wavelength,-0.13127147,-0.87893933
ct,0.20549998,0.2457252
paraphrases,3.3903275,1.1365045
distance,-0.1808629,7.112137e-05
machining,0.54917693,0.47249192
coordination,0.87346816,-0.16936098
cryptography,0.5926353,0.813937
road,-0.401084,0.14695549
centers,-1.6754999,-0.52571493
availability,0.3333872,-0.6037787
bus,0.17253782,-1.8491303
preference,1.0770962,-2.1689131
weights,0.8815602,1.1132762
opioid,-1.2538605,0.0014002149
storytelling,0.3078924,0.519164
nicotine,2.0402405,1.070797
relations,1.8744602,-0.93517375
scale,0.0058662887,1.4069668
nn,1.3961526,-0.8812164
finance,-0.78052205,-0.25284138
assisted,-1.3559839,-0.6109151
sequencing,-0.5514332,0.21615715
espa,-0.047595978,0.8322871
offline,0.8250905,-1.2898031
responsive,2.0730689,-0.14223047
potential,0.6875092,-0.65089065
sequence,0.49526608,1.0289003
sports,1.2875005,-0.14356735
dorsal,0.12641378,-2.0655684
enterprise,1.2443172,-1.2134384
pharmaceutical,-1.793098,1.5758512
modular,-0.70613235,0.77637255
controlled,0.2872363,1.7085686
light,-1.2920014,-0.13770053
